Model,Category,Part Number
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R020ELF
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R025ELF
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R030ELF
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R033ELF
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R035ELF
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R040ELF
Metal Strip - AEC-Q200,Fixed Resistors - Chip Resistors,CRF2512-JZ-R050ELF
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0612-FZ-R001E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0612-FZ-R005E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0612-FZ-R010E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0612-JZ-R001E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0612-JZ-R005E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0612-JZ-R010E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0815-FZ-R004E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0815-FZ-R005E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0815-FZ-R010E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0815-JZ-R004E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0815-JZ-R005E
Metal Strip - Long Side,Fixed Resistors - Chip Resistors,CRK0815-JZ-R010E
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512C-000
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-1L80F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-1L80J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-2L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-2L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-2L30F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-2L30J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-3L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-3L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-3L50F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512K-3L50J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512R-1L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512R-1L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512R-L300F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512R-L300J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512R-L500F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-2512R-L500J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920C-000
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920K-2L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920K-2L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920K-2L50F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920K-2L50J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920K-3L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920K-3L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-1L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-1L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L200F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L200J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L300F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L300J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L500F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L500J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L700F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-3920R-L700J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930C-000
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930K-1L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930K-1L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930K-2L00F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930K-2L00J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930R-L200F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930R-L200J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930R-L300F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930R-L300J
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930R-L500F
EBW Metal Strip - AEC-Q200,Fixed Resistors - Shunt,CSS2H-5930R-L500J
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026K-2L00F
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026K-2L00J
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-1L00F
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-1L00J
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-L200F
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-L200J
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-L300F
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-L300J
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-L500F
EBW Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Shunt,CSS4J-4026R-L500J
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R0005-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R00075E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R001-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R0015-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R002-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R003-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FC-R005-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R0005-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R00075E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R001-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R0015-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R002-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R003-E
Metal Strip - 4 Terminals - AEC-Q200,Fixed Resistors - Chip Resistors,CST0612-FX-R005-E
